month,City,Air_code,State,Airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Cold,Fog,Hail,Precipitation,Rain,Snow,Storm,EventTotal,Avg_Severity,LocationLat,LocationLng,County,ZipCode
4,Fayetteville,FAY,NC,Fayetteville Regional/Grannis Field,137,19,8.57,1.62,2.93,0,5.88,8,0,1794,910,200,94,0,590,3,10,0,0,103,0,0,116,1.439655172,35.1314,-78.9316,Cumberland,28311
4,Fayetteville,XNA,AR,Northwest Arkansas Regional,464,107,34.59,5.78,18.04,0,48.59,12,5,9030,2388,756,946,0,4940,0,11,0,1,113,0,0,125,1.744,36.0103,-94.1678,Washington,72701
4,Flagstaff,FLG,AZ,Flagstaff Pulliam,120,12,5.58,0,0.48,0,5.94,0,0,846,370,0,14,0,462,0,8,0,0,1,4,0,13,2.692307692,35.1443,-111.6664,Coconino,86005
4,Fort Lauderdale,FLL,FL,Fort Lauderdale-Hollywood International,7946,1684,473.95,63.53,550.07,6.95,589.5,115,20,114740,32600,6598,26251,291,49000,0,2,0,0,22,0,0,24,1.75,26.0787,-80.1622,Broward,33315
4,Fort Lauderdale,FLL,FL,Fort Lauderdale-Hollywood International,7946,1684,473.95,63.53,550.07,6.95,589.5,115,20,114740,32600,6598,26251,291,49000,1,6,0,2,27,0,0,36,1.527777778,26.199,-80.1776,Broward,33309
4,Fort Myers,RSW,FL,Southwest Florida International,3594,637,187.59,26.16,204.93,0.42,217.92,49,5,43952,13266,4135,9241,23,17287,20,6,0,0,14,0,0,40,2.95,26.5849,-81.8615,Lee,33907
4,Fort Myers,RSW,FL,Southwest Florida International,3594,637,187.59,26.16,204.93,0.42,217.92,49,5,43952,13266,4135,9241,23,17287,1,2,0,1,16,0,0,20,1.9,26.5381,-81.7567,Lee,33913
4,Fort Smith,FSM,AR,Fort Smith Regional,58,9,3.19,0.64,1.29,0,3.88,2,0,894,281,28,39,0,546,0,5,0,1,67,0,0,73,1.561643836,35.3335,-94.3652,Sebastian,72903
4,Fort Wayne,FWA,IN,Fort Wayne International,449,103,31.38,0.94,13.05,0,57.63,10,2,10776,4523,157,745,0,5351,0,1,0,0,58,4,1,64,1.3125,40.9725,-85.2064,Allen,46809
4,Fresno,FAT,CA,Fresno Yosemite International,700,127,31.19,0.39,33.27,0,62.15,4,0,8572,2756,7,1119,0,4690,0,1,1,0,24,0,0,26,1.307692308,36.78,-119.7194,Fresno,93727
4,Gainesville,GNV,FL,Gainesville Regional,194,30,17.28,0.61,3.48,0,8.63,10,0,2655,1424,28,142,0,1061,0,4,0,0,15,0,0,19,1.842105263,29.6917,-82.276,Alachua,32609
4,Garden City,GCK,KS,Garden City Regional,6,1,0,0,0,0,1,0,0,101,0,0,0,0,101,3,2,0,0,34,19,4,62,1.741935484,37.9275,-100.7244,Finney,67846
4,Gillette,GCC,WY,Gillette Campbell County,85,10,4.35,0,1.37,0,4.28,0,2,437,178,0,45,0,214,2,5,0,0,32,51,1,91,1.78021978,43.9325,-105.4465,Campbell,82718
4,Gillette,GCC,WY,Gillette Campbell County,85,10,4.35,0,1.37,0,4.28,0,2,437,178,0,45,0,214,2,7,0,0,32,45,1,87,1.850574713,44.3394,-105.5419,Campbell,82716
4,Grand Forks,GFK,ND,Grand Forks International,113,17,8.5,1.86,3.02,0,3.62,0,0,847,530,78,117,0,122,0,4,1,0,12,9,0,26,1.615384615,47.9492,-97.1761,Grand Forks,58203
4,Grand Junction,GJT,CO,Grand Junction Regional,270,28,11.49,0,9.48,0,7.03,1,3,1366,669,0,240,0,457,0,0,0,0,16,0,0,16,1,39.1342,-108.54,Mesa,81506
4,Grand Rapids,GRR,MI,Gerald R. Ford International,924,163,70.24,9.31,34.96,0,48.48,20,1,13514,5957,1793,1600,0,4164,0,3,0,1,62,7,0,73,1.506849315,42.8808,-85.5228,Kent,49512
4,Great Falls,GTF,MT,Great Falls International,110,7,4,0,1,0,2,0,0,432,275,0,55,0,102,0,4,0,0,43,17,0,64,1.390625,47.4733,-111.3822,Cascade,59404
4,Greer,GSP,SC,Greenville-Spartanburg International,567,139,50.33,11.62,19.84,0,57.21,17,0,9757,3252,1432,949,0,4124,0,13,0,2,65,0,0,80,1.8,34.8839,-82.2208,Spartanburg,29651
4,Gunnison,GUC,CO,Gunnison-Crested Butte Regional,4,1,0,1,0,0,0,0,0,42,0,42,0,0,0,0,5,0,0,15,28,0,48,1.333333333,38.5339,-106.933,Gunnison,81230
4,Gunnison,GUC,CO,Gunnison-Crested Butte Regional,4,1,0,1,0,0,0,0,0,42,0,42,0,0,0,0,15,0,0,13,14,81,123,3.341463415,38.4844,-106.3169,Gunnison,81230
4,Hartford,BDL,CT,Bradley International,1857,368,145.13,17.63,66.94,0,138.3,32,2,24274,9550,2772,2429,0,9523,1,3,0,0,51,5,0,60,1.333333333,41.7367,-72.6494,Hartford,6114
4,Hayden,HDN,CO,Yampa Valley,37,8,1.88,0,3.48,0,2.64,0,0,380,133,0,114,0,133,0,0,0,0,4,0,0,4,1,40.4812,-107.2177,Routt,81639
4,Hays,HYS,KS,Hays Regional,50,3,0,0,1.16,0,1.84,0,0,78,0,0,29,0,49,0,15,0,1,44,8,1,69,1.826086957,38.8391,-99.2742,Ellis,67601
4,Helena,HLN,MT,Helena Regional,139,8,5.24,0,1.69,0,1.07,0,0,347,248,0,51,0,48,0,0,0,0,18,4,0,22,1.090909091,46.6044,-111.9892,Lewis and Clark,59601
4,Hibbing,HIB,MN,Range Regional,50,4,1.97,0,1,0,1.03,0,0,226,150,0,46,0,30,0,7,0,1,22,3,0,33,1.757575758,47.3804,-92.8324,St. Louis,55746
4,Hobbs,HOB,NM,Lea County Regional,47,9,4.99,0.97,2.03,0,1.01,1,1,438,306,61,38,0,33,1,5,0,0,14,0,2,22,2.045454545,32.6875,-103.217,Lea,88240
4,Houston,HOU,TX,William P Hobby,4486,859,186.98,30.52,221.43,0.82,419.24,64,15,43221,8139,2597,8584,18,23883,0,8,0,0,10,0,0,18,1.444444444,29.6073,-95.1587,Harris,77034
4,Houston,HOU,TX,William P Hobby,4486,859,186.98,30.52,221.43,0.82,419.24,64,15,43221,8139,2597,8584,18,23883,0,6,0,0,29,0,0,35,1.428571429,29.6375,-95.2824,Harris,77061
4,Houston,HOU,TX,William P Hobby,4486,859,186.98,30.52,221.43,0.82,419.24,64,15,43221,8139,2597,8584,18,23883,0,23,0,1,28,0,0,52,1.653846154,29.9844,-95.3607,Harris,77073
4,Houston,HOU,TX,William P Hobby,4486,859,186.98,30.52,221.43,0.82,419.24,64,15,43221,8139,2597,8584,18,23883,0,0,0,3,0,0,0,3,1,29.714,-95.395,Harris,77030
4,Houston,IAH,TX,George Bush Intercontinental/Houston,10596,1497,353.09,51.82,542.55,0.86,548.67,79,46,116775,37264,7973,30381,71,41086,0,8,0,0,10,0,0,18,1.444444444,29.6073,-95.1587,Harris,77034
4,Houston,IAH,TX,George Bush Intercontinental/Houston,10596,1497,353.09,51.82,542.55,0.86,548.67,79,46,116775,37264,7973,30381,71,41086,0,6,0,0,29,0,0,35,1.428571429,29.6375,-95.2824,Harris,77061
4,Houston,IAH,TX,George Bush Intercontinental/Houston,10596,1497,353.09,51.82,542.55,0.86,548.67,79,46,116775,37264,7973,30381,71,41086,0,23,0,1,28,0,0,52,1.653846154,29.9844,-95.3607,Harris,77073
4,Houston,IAH,TX,George Bush Intercontinental/Houston,10596,1497,353.09,51.82,542.55,0.86,548.67,79,46,116775,37264,7973,30381,71,41086,0,0,0,3,0,0,0,3,1,29.714,-95.395,Harris,77030
4,Huntsville,HSV,AL,Huntsville International-Carl T Jones Field,323,46,12.33,6.8,12.21,0,14.67,13,0,4753,1515,859,789,0,1590,0,9,0,1,68,0,0,78,1.423076923,34.6787,-86.6848,Madison,35898
4,Idaho Falls,IDA,ID,Idaho Falls Regional,198,19,7.53,0,4.29,0,7.18,0,0,1184,588,0,148,0,448,0,0,1,0,33,8,1,43,1.255813953,43.5208,-112.0661,Bonneville,83402
4,Indianapolis,IND,IN,Indianapolis International,2366,421,119.11,21.61,89.16,0.36,190.75,37,6,26779,6881,3002,3356,16,13524,0,0,0,0,63,0,0,63,1.380952381,39.825,-86.2958,Marion,46254
4,Indianapolis,IND,IN,Indianapolis International,2366,421,119.11,21.61,89.16,0.36,190.75,37,6,26779,6881,3002,3356,16,13524,0,0,0,1,69,0,0,70,1.385714286,39.7252,-86.2816,Marion,46241
4,International Falls,INL,MN,Falls International Einarson Field,52,3,1,0,0,0,2,0,0,205,138,0,0,0,67,0,11,0,0,23,19,0,53,1.641509434,48.5594,-93.3956,Koochiching,56649
4,Jacksonville,JAX,FL,Jacksonville International,1541,330,123.51,24.8,62.1,0,119.59,35,2,23924,7881,3441,3224,0,9378,0,9,0,0,19,0,0,28,2.142857143,30.3371,-81.5127,Duval,32225
4,Jacksonville,JAX,FL,Jacksonville International,1541,330,123.51,24.8,62.1,0,119.59,35,2,23924,7881,3441,3224,0,9378,2,3,0,0,13,0,0,18,1.833333333,30.4953,-81.6937,Duval,32218
4,Jacksonville,JAX,FL,Jacksonville International,1541,330,123.51,24.8,62.1,0,119.59,35,2,23924,7881,3441,3224,0,9378,0,1,0,0,23,0,1,25,1.68,30.2347,-81.6746,Duval,32212
4,Jacksonville,JAX,FL,Jacksonville International,1541,330,123.51,24.8,62.1,0,119.59,35,2,23924,7881,3441,3224,0,9378,0,2,0,1,15,0,0,18,1.611111111,30.3959,-81.4229,Duval,32227
4,Jacksonville,JAX,FL,Jacksonville International,1541,330,123.51,24.8,62.1,0,119.59,35,2,23924,7881,3441,3224,0,9378,1,20,0,0,7,0,0,28,2.964285714,30.2129,-81.8707,Duval,32221
4,Jamestown,JMS,ND,Jamestown Regional,81,4,2,0,0,0,2,3,0,349,172,0,0,0,177,0,9,0,0,19,5,0,33,1.96969697,46.9258,-98.6691,Stutsman,58401
4,Kalispell,FCA,MT,Glacier Park International,145,16,5.97,0,3.11,0,6.92,1,0,923,469,0,75,0,379,1,3,0,0,59,11,0,74,1.243243243,48.3042,-114.2636,Flathead,59901
4,Kansas City,MCI,MO,Kansas City International,3705,644,194.62,23.5,119.65,0.44,305.78,55,6,38630,13488,2874,4664,15,17589,0,1,0,1,78,0,0,80,1.3375,39.2972,-94.7306,Platte,64153
4,Kansas City,MCI,MO,Kansas City International,3705,644,194.62,23.5,119.65,0.44,305.78,55,6,38630,13488,2874,4664,15,17589,3,2,0,0,48,0,0,53,1.490566038,39.1209,-94.5972,Clay,64116
4,Key West,EYW,FL,Key West International,179,34,14.26,7.49,4.18,0,8.07,7,1,3296,991,1263,159,0,883,0,1,0,0,33,0,0,34,1.352941176,24.5571,-81.7554,Monroe,33040
4,Key West,EYW,FL,Key West International,179,34,14.26,7.49,4.18,0,8.07,7,1,3296,991,1263,159,0,883,16,0,0,0,34,0,0,50,2.2,24.5801,-81.6829,Monroe,33040
4,Killeen,GRK,TX,Robert Gray AAF,107,23,9.67,0,2.95,0,10.38,3,0,2650,1688,0,124,0,838,1,10,1,0,47,0,0,59,1.542372881,31.0673,-97.8289,Bell,76549
4,Killeen,GRK,TX,Robert Gray AAF,107,23,9.67,0,2.95,0,10.38,3,0,2650,1688,0,124,0,838,0,2,0,0,30,0,0,32,1.40625,31.0858,-97.6865,Bell,76543
4,La Crosse,LSE,WI,La Crosse Regional,170,39,11.46,0.09,13.13,0,14.31,3,0,2706,563,21,397,0,1725,0,1,0,0,59,0,0,60,1.266666667,43.8792,-91.253,La Crosse,54603
4,Lafayette,LFT,LA,Lafayette Regional Paul Fournet Field,222,28,7.99,1.26,8.63,0,10.13,13,1,1984,580,177,275,0,952,0,8,0,0,39,0,0,47,1.425531915,30.2115,-91.981,Lafayette,70501
4,Lake Charles,LCH,LA,Lake Charles Regional,127,27,9.39,0.52,3.87,0,13.22,1,1,2069,807,66,219,0,977,1,14,0,0,25,0,1,41,2.243902439,30.2106,-93.1432,Calcasieu,70615
4,Lake Charles,LCH,LA,Lake Charles Regional,127,27,9.39,0.52,3.87,0,13.22,1,1,2069,807,66,219,0,977,1,19,0,0,38,0,0,58,1.879310345,30.1256,-93.2277,Calcasieu,70605
4,Lansing,LAN,MI,Capital Region International,247,45,19.53,0.8,10.62,0,14.06,5,1,3696,1533,47,596,0,1520,0,7,0,1,52,18,0,78,1.5,42.7762,-84.5997,Clinton,48906
4,Laramie,LAR,WY,Laramie Regional,50,5,3.19,0,1.81,0,0,0,0,133,104,0,29,0,0,0,6,0,0,13,34,2,55,1.636363636,41.3165,-105.6729,Albany,82070
4,Laredo,LRD,TX,Laredo International,197,46,23.95,0,5.27,0,16.77,4,1,4719,3150,0,308,0,1261,0,0,0,1,23,0,2,26,1.538461538,27.5437,-99.4616,Webb,78041
4,Las Vegas,LAS,NV,McCarran International,12577,2261,611.03,49.79,537.68,2.48,1060.03,86,9,121363,37901,4483,19875,154,58950,0,0,0,0,1,0,0,1,1,36.0719,-115.1634,Clark,89119
4,Latrobe,LBE,PA,Arnold Palmer Regional,115,12,5.62,0,3.14,0,3.24,4,0,1113,360,0,327,0,426,1,1,0,1,66,7,0,76,1.289473684,40.2759,-79.4048,Westmoreland,15650
4,Lewiston,LWS,ID,Lewiston Nez Perce County,60,2,0,0,0,0,2,0,0,95,0,0,0,0,95,2,0,0,0,34,0,0,36,1.194444444,46.3745,-117.0154,Nez Perce,83501
4,Lexington,LEX,KY,Blue Grass,452,97,49.1,4.56,14.45,0,28.91,15,0,8290,4613,641,858,0,2178,0,1,0,0,41,0,0,42,1.119047619,38.0339,-84.6115,Fayette,40510
4,Lincoln,LNK,NE,Lincoln Airport,250,35,13.45,2.72,9.49,0,9.34,4,0,2488,1429,168,406,0,485,0,9,0,0,49,0,0,58,1.379310345,40.8478,-96.7647,Lancaster,68524
4,Little Rock,LIT,AR,Bill and Hillary Clinton Nat Adams Field,634,119,45.29,7.41,26.53,0,39.77,16,0,10060,3824,1296,1270,0,3670,0,4,0,1,59,0,0,64,1.6875,34.7273,-92.2357,Pulaski,72206
4,Long Beach,LGB,CA,Long Beach Airport,1367,234,71.64,0.96,35.2,0,126.21,10,1,13762,3904,78,1380,0,8400,0,5,0,0,1,0,0,6,1.833333333,33.8118,-118.1472,Los Angeles,90807
4,Los Angeles,LAX,CA,Los Angeles International,17436,5300,918.48,126.76,2859.94,6.76,1388.07,177,14,298063,66491,12577,117400,402,101193,0,6,0,0,1,0,0,7,2.428571429,34.0235,-118.2912,Los Angeles,90007
4,Los Angeles,LAX,CA,Los Angeles International,17436,5300,918.48,126.76,2859.94,6.76,1388.07,177,14,298063,66491,12577,117400,402,101193,0,13,0,0,5,0,0,18,2.555555556,33.9382,-118.3865,Los Angeles,90045
4,Louisville,SDF,KY,Louisville Muhammad Ali International,800,156,49.51,14.61,30.35,0,61.52,21,1,11741,3573,2323,1057,0,4788,0,2,0,0,54,0,0,56,1.392857143,38.228,-85.6637,Jefferson,40205
4,Lubbock,LBB,TX,Lubbock Preston Smith International,387,82,22.04,3.82,12.9,0,43.27,6,0,6087,2255,247,570,0,3015,0,5,0,0,20,0,1,26,1.653846154,33.6637,-101.8206,Lubbock,79403
4,Mammoth Lakes,MMH,CA,Mammoth Lakes Airport,3,1,0.41,0,0,0,0.59,0,0,102,42,0,0,0,60,0,4,0,0,23,15,2,44,1.227272727,37.624,-118.838,Mono,93546
4,Manchester,MHT,NH,Manchester-Boston Regional,475,78,26.25,1.46,13.53,0,36.76,7,3,3537,1141,24,472,0,1900,0,4,1,0,25,26,0,56,1.678571429,42.9296,-71.4356,Rockingham,3103
4,Medford,MFR,OR,Rogue Valley International - Medford,203,39,13,0,10.97,0,15.03,7,0,1792,511,0,325,0,956,2,0,0,0,36,0,0,38,1.157894737,42.375,-122.877,Jackson,97504
4,Melbourne,MLB,FL,Melbourne International,143,38,17.65,5.08,4.3,0,10.97,12,0,3258,1484,813,142,0,819,0,5,0,0,10,0,0,15,1.666666667,28.0997,-80.6356,Brevard,32901
4,Memphis,MEM,TN,Memphis International,1266,271,77.64,18.83,63.45,0,111.1,33,7,20866,6197,3086,2870,0,8713,0,0,0,2,60,0,0,62,1.370967742,35.0564,-89.9863,Shelby,38118
4,Meridian,MEI,MS,Key Field,80,18,8.92,0,6.09,0,2.99,1,1,1736,982,0,329,0,425,0,8,0,0,47,0,0,55,1.872727273,32.3347,-88.7511,Lauderdale,39307
4,Meridian,MEI,MS,Key Field,80,18,8.92,0,6.09,0,2.99,1,1,1736,982,0,329,0,425,0,11,0,1,51,0,1,64,1.921875,32.5521,-88.5556,Lauderdale,39309
4,Miami,MIA,FL,Miami International,5745,1075,353.96,39.69,346.62,1,333.72,71,4,78487,28274,6685,14170,24,29334,0,1,0,0,20,0,0,21,1.571428571,25.788,-80.3169,Miami-Dade,33122
4,Miami,MIA,FL,Miami International,5745,1075,353.96,39.69,346.62,1,333.72,71,4,78487,28274,6685,14170,24,29334,4,8,0,0,27,0,0,39,2.051282051,25.6423,-80.4347,Miami-Dade,33186
4,Milwaukee,MKE,WI,General Mitchell International,2775,536,174.39,16.95,90.88,1.05,252.73,34,5,35513,12644,2436,3441,119,16873,0,2,0,0,70,0,0,72,1.305555556,42.955,-87.9044,Milwaukee,53207
4,Milwaukee,MKE,WI,General Mitchell International,2775,536,174.39,16.95,90.88,1.05,252.73,34,5,35513,12644,2436,3441,119,16873,0,0,0,0,33,0,0,33,1.151515152,43.1096,-88.0305,Milwaukee,53225
4,Minneapolis,MSP,MN,Minneapolis-St Paul International,11227,1527,528,66.66,308.89,0.81,622.65,153,11,134836,66661,8174,11704,22,48275,1,5,0,0,26,3,0,35,1.457142857,45.1426,-93.2127,Anoka,55449
4,Minneapolis,MSP,MN,Minneapolis-St Paul International,11227,1527,528,66.66,308.89,0.81,622.65,153,11,134836,66661,8174,11704,22,48275,0,6,0,0,29,8,0,43,1.488372093,45.0625,-93.3508,Hennepin,55429
4,Minneapolis,MSP,MN,Minneapolis-St Paul International,11227,1527,528,66.66,308.89,0.81,622.65,153,11,134836,66661,8174,11704,22,48275,0,2,0,0,46,7,0,55,1.254545455,44.8854,-93.2313,Hennepin,55450
4,Minot,MOT,ND,Minot International,139,22,9.95,1,4.55,0,6.5,0,0,1489,505,63,108,0,813,0,5,0,0,11,8,0,24,1.625,48.252,-101.2689,Ward,58703
4,Missoula,MSO,MT,Missoula International,143,20,12.88,0,3.05,0,4.07,2,1,1993,1538,0,100,0,355,1,2,0,0,47,7,0,57,1.175438596,46.9208,-114.0925,Missoula,59808
4,Mobile,MOB,AL,Mobile Regional,321,59,16.3,8.34,12.65,0,21.7,13,0,5695,2521,723,659,0,1792,0,15,0,0,21,0,0,36,2.111111111,30.6268,-88.0681,Mobile,36615
4,Mobile,MOB,AL,Mobile Regional,321,59,16.3,8.34,12.65,0,21.7,13,0,5695,2521,723,659,0,1792,3,18,0,0,32,0,0,53,2.377358491,30.6883,-88.2456,Mobile,36608
4,Monroe,MLU,LA,Monroe Regional,160,34,14.82,0,4.84,0,14.35,3,2,3082,1812,0,237,0,1033,0,18,0,0,35,0,0,53,1.981132075,32.5156,-92.0299,Ouachita,71203
4,Monterey,MRY,CA,Monterey Regional,211,61,13.39,0.3,14.38,0,32.94,9,0,3767,1270,13,529,0,1955,0,5,0,0,34,0,0,39,1.307692308,36.5905,-121.8487,Monterey,93940
4,Monterey,MRY,CA,Monterey Regional,211,61,13.39,0.3,14.38,0,32.94,9,0,3767,1270,13,529,0,1955,0,11,0,0,34,0,0,45,1.666666667,36.6005,-121.8714,Monterey,93943
4,Montgomery,MGM,AL,Montgomery Regional,121,32,11.24,4.42,5.33,0,11.01,6,0,4500,2003,615,312,0,1570,0,10,0,0,42,0,0,52,1.634615385,32.3829,-86.3658,Montgomery,36112
4,Mosinee,CWA,WI,Central Wisconsin,140,26,11.95,0,3.72,1,9.33,5,0,1941,829,0,188,17,907,3,1,0,1,42,6,0,53,1.471698113,44.7794,-89.671,Marathon,54455
4,Myrtle Beach,MYR,SC,Myrtle Beach International,532,82,28.88,6.12,29.52,0,17.49,13,1,6431,1413,948,2008,0,2062,0,3,0,2,39,0,1,45,1.555555556,33.6797,-78.9283,Horry,29577
4,Nashville,BNA,TN,Nashville International,4336,887,268.86,23.88,198.99,0.76,394.55,50,6,52706,17381,2685,7585,48,25007,0,3,0,0,70,0,0,73,1.520547945,36.1189,-86.6892,Davidson,37217
4,New Orleans,MSY,LA,Louis Armstrong New Orleans International,3986,781,251.29,40.33,162.01,1.34,326.02,47,4,51851,15252,4751,8090,130,23628,46,19,0,0,7,0,0,72,3.319444444,29.9333,-90.1333,Orleans,70118
4,New Orleans,MSY,LA,Louis Armstrong New Orleans International,3986,781,251.29,40.33,162.01,1.34,326.02,47,4,51851,15252,4751,8090,130,23628,1,4,0,0,33,0,0,38,1.842105263,30.0494,-90.0289,Orleans,70126
4,New Orleans,MSY,LA,Louis Armstrong New Orleans International,3986,781,251.29,40.33,162.01,1.34,326.02,47,4,51851,15252,4751,8090,130,23628,1,1,0,6,20,0,0,28,1.392857143,29.9526,-90.0826,Orleans,70112
4,New York,JFK,NY,John F. Kennedy International,7939,2534,441.43,43.29,1392.43,2.83,654.03,177,18,234135,42675,6746,122598,184,61932,0,28,0,97,99,0,0,224,1.352678571,40.7012,-74.009,New York,10004
4,New York,JFK,NY,John F. Kennedy International,7939,2534,441.43,43.29,1392.43,2.83,654.03,177,18,234135,42675,6746,122598,184,61932,1,4,0,0,54,0,0,59,1.457627119,40.779,-73.9692,New York,10024
4,New York,LGA,NY,LaGuardia,7542,2141,460.93,96.17,1126.57,0.46,456.88,233,35,180231,49539,9890,77839,62,42901,0,28,0,97,99,0,0,224,1.352678571,40.7012,-74.009,New York,10004
4,New York,LGA,NY,LaGuardia,7542,2141,460.93,96.17,1126.57,0.46,456.88,233,35,180231,49539,9890,77839,62,42901,1,4,0,0,54,0,0,59,1.457627119,40.779,-73.9692,New York,10024
4,Newark,EWR,NJ,Newark Liberty International,9793,2955,469.94,77.83,1738.14,2.15,666.94,139,8,228739,43202,7097,118474,67,59899,0,3,0,0,43,0,0,46,1.391304348,40.6827,-74.1693,Union,7114
4,Niagara Falls,IAG,NY,Niagara Falls International,68,10,6.88,0,2.12,0,1,4,0,675,545,0,104,0,26,1,6,0,2,62,18,0,89,1.528089888,43.1083,-78.9382,Niagara,14304
4,Norfolk,ORF,VA,Norfolk International,943,197,70.96,14.46,35.15,0,76.45,26,0,14053,4945,2189,1558,0,5361,0,5,0,0,51,0,0,56,1.303571429,36.9375,-76.2893,Norfolk,23511
4,Oakland,OAK,CA,Metropolitan Oakland International,3929,851,200.23,4.72,223.65,0.58,421.82,29,2,38626,10283,377,7687,14,20265,0,0,0,0,38,0,1,39,1.230769231,37.7178,-122.2329,Alameda,94621
4,Oklahoma City,OKC,OK,Will Rogers World,1204,230,74.8,11.06,51.58,0,92.58,18,5,14268,5163,1220,1961,0,5924,0,9,0,1,55,0,1,66,1.727272727,35.3886,-97.6003,Oklahoma,73159
4,Omaha,OMA,NE,Eppley Airfield,1538,272,90.78,7.06,58.92,0,115.24,22,2,18417,7075,2007,1913,0,7422,1,4,0,1,64,0,0,70,1.3,41.4148,-96.109,Washington,68142
4,Omaha,OMA,NE,Eppley Airfield,1538,272,90.78,7.06,58.92,0,115.24,22,2,18417,7075,2007,1913,0,7422,0,3,0,2,69,0,0,74,1.22972973,41.196,-96.1123,Douglas,68137
4,Omaha,OMA,NE,Eppley Airfield,1538,272,90.78,7.06,58.92,0,115.24,22,2,18417,7075,2007,1913,0,7422,0,4,0,0,40,0,0,44,1.340909091,41.3119,-95.9018,Douglas,68110
4,Ontario,ONT,CA,Ontario International,1636,340,91.58,3.2,50.51,0,194.73,22,0,17567,5070,365,1774,0,10358,0,46,0,0,2,0,0,48,2.208333333,33.9753,-117.6361,San Bernardino,91710
4,Ontario,ONT,CA,Ontario International,1636,340,91.58,3.2,50.51,0,194.73,22,0,17567,5070,365,1774,0,10358,0,9,0,0,1,0,0,10,1.9,34.0532,-117.5768,San Bernardino,91761
4,Orlando,MCO,FL,Orlando International,11625,2143,601.01,71.07,630.14,2.13,838.63,103,6,146216,43381,9483,27853,76,65423,0,6,0,0,2,0,0,8,1.75,28.4183,-81.3241,Orange,32827
4,Orlando,MCO,FL,Orlando International,11625,2143,601.01,71.07,630.14,2.13,838.63,103,6,146216,43381,9483,27853,76,65423,0,3,0,0,10,0,0,13,1.384615385,28.5465,-81.3354,Orange,32803
4,Orlando,MCO,FL,Orlando International,11625,2143,601.01,71.07,630.14,2.13,838.63,103,6,146216,43381,9483,27853,76,65423,0,16,0,0,23,0,0,39,1.871794872,28.615,-80.6945,Brevard,32815
4,Panama City,ECP,FL,Northwest Florida Beaches International,426,72,21.41,12,12.77,0,25.83,9,3,5912,1420,1469,662,0,2361,2,22,0,1,17,0,0,42,2.619047619,30.349,-85.788,Bay,32409
4,Panama City,ECP,FL,Northwest Florida Beaches International,426,72,21.41,12,12.77,0,25.83,9,3,5912,1420,1469,662,0,2361,1,29,0,2,42,0,0,74,2.337837838,30.0644,-85.5637,Bay,32403
4,Panama City,ECP,FL,Northwest Florida Beaches International,426,72,21.41,12,12.77,0,25.83,9,3,5912,1420,1469,662,0,2361,0,50,0,0,33,0,0,83,2.421686747,30.0333,-85.5333,Bay,32403
4,Pellston,PLN,MI,Pellston Regional Airport of Emmet County,79,7,4,0,0,0,3,1,2,680,590,0,0,0,90,1,3,0,0,45,8,0,57,1.368421053,45.5644,-84.7929,Emmet,49769
4,Pensacola,PNS,FL,Pensacola International,460,109,33.3,17.91,23.55,0,34.24,16,2,7279,1287,2085,1225,0,2682,2,20,0,1,15,0,0,38,2.342105263,30.3564,-87.3233,Escambia,32508
4,Pensacola,PNS,FL,Pensacola International,460,109,33.3,17.91,23.55,0,34.24,16,2,7279,1287,2085,1225,0,2682,0,18,0,0,24,0,0,42,2.285714286,30.4781,-87.1869,Escambia,32504
4,Peoria,PIA,IL,General Downing - Peoria International,187,57,18.16,2.89,14.77,0,21.17,1,2,5268,1662,1185,665,0,1756,1,2,1,0,77,0,0,81,1.518518519,40.6675,-89.6839,Peoria,61607
4,Philadelphia,PHL,PA,Philadelphia International,6126,1280,327.27,40.9,500.98,1.51,409.33,88,2,84297,22170,4448,22855,46,34778,0,3,0,0,54,0,1,58,1.379310345,39.8733,-75.2268,Delaware,19153
4,Philadelphia,PHL,PA,Philadelphia International,6126,1280,327.27,40.9,500.98,1.51,409.33,88,2,84297,22170,4448,22855,46,34778,0,3,0,0,37,0,0,40,1.4,40.0789,-75.0134,Philadelphia,19114
4,Phoenix,PHX,AZ,Phoenix Sky Harbor International,13278,2049,602.13,41.34,459.28,2.93,943.33,65,15,111011,37355,3342,14477,94,55743,0,0,0,0,1,0,0,1,1,33.4277,-112.0038,Maricopa,85034
4,Pittsburgh,PIT,PA,Pittsburgh International,2328,453,162.13,16.66,77.32,0,196.88,34,2,28368,11076,1967,2887,0,12438,0,1,0,1,52,1,0,55,1.236363636,40.4814,-80.2083,Allegheny,15231
4,Plattsburgh,PBG,NY,Plattsburgh International,56,16,7.09,0,5.44,0,3.47,0,0,618,205,0,272,0,141,0,7,0,0,41,23,0,71,1.563380282,44.6509,-73.4681,Clinton,12903
4,Pocatello,PIH,ID,Pocatello Regional,80,11,1.79,0,8.21,0,1,0,0,611,211,0,244,0,156,2,1,1,0,33,12,0,49,1.489795918,42.9203,-112.5711,Power,83204
4,Portland,PDX,OR,Portland International,4795,1063,244.43,19.71,351.42,2.84,444.59,26,12,56444,15799,1508,11441,70,27626,0,0,0,0,79,0,0,79,1.113924051,45.5958,-122.6092,Multnomah,97218
